Permutation,SkewScore,SatisfiedPairs,DMT12,DMT4,DMT5,DMT15,DMT9,DMT10,DMT6,DMT11,DMT1,DMT3,DMT13,DMT8,DMT2,DMT14
"['Thermofluids', 'Dynamics', 'Mechanisms', 'Materials', 'Structures', 'Instrumentation']",0.501,5,0.878,3.65,5.672,5.655,2.896,7.057,5.365,5.996,1.46,6.733,6.871,1.608,3.963,4.408
"['Dynamics', 'Thermofluids', 'Materials', 'Mechanisms', 'Instrumentation', 'Structures']",0.501,7,0.737,5.964,4.299,6.253,3.48,5.267,4.08,3.796,0.821,7.002,6.934,1.148,5.066,5.217
"['Structures', 'Instrumentation', 'Materials', 'Dynamics', 'Mechanisms', 'Thermofluids']",0.5,7,3.406,6.194,4.162,2.921,5.405,3.19,5.663,3.999,3.721,3.451,4.358,5.267,5.393,4.8
"['Instrumentation', 'Dynamics', 'Structures', 'Materials', 'Thermofluids', 'Mechanisms']",0.5,7,3.289,7.722,3.29,5.447,3.644,4.155,3.819,3.965,1.382,6.839,6.151,3.98,5.11,3.893
"['Instrumentation', 'Dynamics', 'Thermofluids', 'Structures', 'Materials', 'Mechanisms']",0.5,7,3.049,7.145,3.681,5.93,2.731,5.268,3.969,4.693,0.903,7.806,6.878,3.501,4.631,3.414
"['Mechanisms', 'Thermofluids', 'Materials', 'Structures', 'Instrumentation', 'Dynamics']",0.5,5,2.126,2.389,5.688,4.631,5.982,5.267,4.629,7.412,3.598,3.152,3.359,3.925,3.993,5.259
"['Thermofluids', 'Mechanisms', 'Dynamics', 'Materials', 'Structures', 'Instrumentation']",0.5,5,1.21,2.701,6.004,5.37,3.56,7.057,5.365,6.992,2.124,5.784,5.922,2.272,3.679,4.455
"['Instrumentation', 'Mechanisms', 'Structures', 'Materials', 'Thermofluids', 'Dynamics']",0.499,7,4.057,5.525,4.059,4.787,5.182,4.155,3.819,6.272,2.92,4.642,3.953,5.518,4.451,4.003
"['Structures', 'Instrumentation', 'Materials', 'Mechanisms', 'Dynamics', 'Thermofluids']",0.499,8,3.541,5.809,4.296,2.805,5.674,3.19,5.663,4.403,3.991,3.065,3.973,5.537,5.278,4.819
"['Structures', 'Thermofluids', 'Instrumentation', 'Materials', 'Mechanisms', 'Dynamics']",0.499,6,2.803,4.113,5.548,2.749,4.085,5.373,7.049,5.592,3.721,4.076,5.285,4.663,4.425,4.133
"['Structures', 'Thermofluids', 'Instrumentation', 'Materials', 'Dynamics', 'Mechanisms']",0.499,5,2.704,4.395,5.449,2.834,3.888,5.373,7.049,5.297,3.524,4.357,5.566,4.466,4.509,4.119
"['Thermofluids', 'Structures', 'Dynamics', 'Instrumentation', 'Materials', 'Mechanisms']",0.499,7,1.654,3.789,5.899,4.257,2.348,7.144,6.818,5.898,2.164,6.421,7.135,2.736,3.93,3.726
"['Instrumentation', 'Mechanisms', 'Thermofluids', 'Structures', 'Materials', 'Dynamics']",0.498,7,3.818,4.948,4.45,5.271,4.269,5.268,3.969,7.0,2.441,5.609,4.681,5.039,3.972,3.524
"['Thermofluids', 'Structures', 'Mechanisms', 'Instrumentation', 'Materials', 'Dynamics']",0.498,6,2.091,2.541,6.336,3.882,3.222,7.144,6.818,7.209,3.037,5.172,5.887,3.61,3.556,3.788
"['Dynamics', 'Instrumentation', 'Materials', 'Structures', 'Thermofluids', 'Mechanisms']",0.498,9,1.998,8.067,3.034,6.047,3.897,3.613,3.323,2.674,0.903,6.915,6.512,2.449,5.758,5.066
"['Mechanisms', 'Thermofluids', 'Materials', 'Dynamics', 'Instrumentation', 'Structures']",0.498,6,1.851,2.781,5.413,5.298,5.708,5.267,4.08,7.138,3.049,3.819,3.751,3.375,4.111,5.376
"['Instrumentation', 'Dynamics', 'Thermofluids', 'Mechanisms', 'Materials', 'Structures']",0.497,7,3.008,6.871,3.639,6.397,2.923,5.268,3.42,5.118,0.821,7.806,6.604,3.418,4.549,3.565
"['Thermofluids', 'Dynamics', 'Structures', 'Instrumentation', 'Materials', 'Mechanisms']",0.497,7,1.263,4.347,5.508,5.205,1.958,7.144,6.037,5.508,1.382,7.37,7.693,1.954,4.098,3.893
"['Dynamics', 'Thermofluids', 'Materials', 'Structures', 'Mechanisms', 'Instrumentation']",0.497,6,0.698,5.97,4.349,5.804,3.395,5.088,4.54,3.487,1.1,6.733,7.029,1.248,5.256,5.362
"['Instrumentation', 'Structures', 'Dynamics', 'Materials', 'Mechanisms', 'Thermofluids']",0.496,7,3.778,7.164,3.498,4.554,4.232,3.733,4.319,4.37,2.36,5.609,5.311,4.958,5.14,4.021
"['Instrumentation', 'Mechanisms', 'Thermofluids', 'Dynamics', 'Materials', 'Structures']",0.496,8,3.543,5.34,4.175,5.938,3.994,5.268,3.42,6.725,1.892,6.276,5.073,4.49,4.09,3.642
"['Structures', 'Instrumentation', 'Thermofluids', 'Materials', 'Mechanisms', 'Dynamics']",0.496,6,3.406,5.019,4.901,2.879,4.387,4.554,6.402,5.247,3.721,4.032,4.94,5.267,4.726,4.133
"['Structures', 'Instrumentation', 'Thermofluids', 'Materials', 'Dynamics', 'Mechanisms']",0.496,7,3.308,5.3,4.802,2.963,4.19,4.554,6.402,4.952,3.524,4.314,5.221,5.07,4.811,4.119
"['Instrumentation', 'Dynamics', 'Mechanisms', 'Materials', 'Thermofluids', 'Structures']",0.496,7,3.211,7.208,3.213,6.321,4.004,4.155,2.79,4.762,1.228,6.839,5.636,3.825,4.956,4.176
"['Instrumentation', 'Structures', 'Mechanisms', 'Materials', 'Dynamics', 'Thermofluids']",0.495,6,4.116,6.197,3.836,4.264,4.909,3.733,4.319,5.385,3.037,4.642,4.344,5.635,4.85,4.07
"['Instrumentation', 'Mechanisms', 'Dynamics', 'Materials', 'Thermofluids', 'Structures']",0.495,8,3.543,6.259,3.545,6.036,4.668,4.155,2.79,5.758,1.892,5.891,4.688,4.49,4.672,4.223
"['Thermofluids', 'Structures', 'Instrumentation', 'Mechanisms', 'Dynamics', 'Materials']",0.495,6,2.257,3.131,6.071,4.126,2.508,7.268,6.757,6.968,2.63,6.009,6.538,3.573,3.615,3.459
"['Thermofluids', 'Structures', 'Instrumentation', 'Dynamics', 'Mechanisms', 'Materials']",0.495,7,2.123,3.516,5.936,4.242,2.238,7.268,6.757,6.564,2.36,6.394,6.924,3.303,3.731,3.439
"['Thermofluids', 'Mechanisms', 'Structures', 'Instrumentation', 'Materials', 'Dynamics']",0.495,6,2.032,2.15,6.277,4.546,3.496,7.144,6.037,7.815,2.92,5.172,5.496,3.492,3.439,4.003
"['Dynamics', 'Instrumentation', 'Materials', 'Mechanisms', 'Thermofluids', 'Structures']",0.495,8,1.956,7.792,2.993,6.514,4.09,3.613,2.774,3.1,0.821,6.915,6.237,2.367,5.675,5.217
"['Dynamics', 'Thermofluids', 'Materials', 'Mechanisms', 'Structures', 'Instrumentation']",0.495,6,0.674,5.811,4.326,6.074,3.506,5.088,4.222,3.733,1.052,6.733,6.871,1.2,5.208,5.449
"['Mechanisms', 'Instrumentation', 'Materials', 'Structures', 'Thermofluids', 'Dynamics']",0.494,6,3.345,4.217,4.381,4.893,6.592,3.613,3.323,6.716,3.598,3.065,2.662,5.144,4.603,5.259
"['Mechanisms', 'Thermofluids', 'Materials', 'Structures', 'Dynamics', 'Instrumentation']",0.494,5,1.947,2.402,5.598,4.734,5.893,5.088,4.54,7.233,3.598,3.165,3.461,3.745,4.185,5.54
"['Instrumentation', 'Dynamics', 'Structures', 'Materials', 'Mechanisms', 'Thermofluids']",0.493,8,3.387,7.722,3.107,5.503,3.841,3.733,3.537,3.979,1.579,6.558,5.869,4.177,5.307,4.189
"['Mechanisms', 'Thermofluids', 'Materials', 'Dynamics', 'Structures', 'Instrumentation']",0.493,5,1.788,2.628,5.439,5.119,5.734,5.088,4.222,7.075,3.28,3.551,3.688,3.428,4.253,5.608
"['Instrumentation', 'Mechanisms', 'Structures', 'Materials', 'Dynamics', 'Thermofluids']",0.492,7,4.057,5.806,3.778,4.928,5.182,3.733,3.537,5.991,2.92,4.642,3.953,5.518,4.733,4.284
"['Mechanisms', 'Instrumentation', 'Materials', 'Dynamics', 'Thermofluids', 'Structures']",0.492,5,3.07,4.61,4.107,5.559,6.317,3.613,2.774,6.441,3.049,3.732,3.055,4.595,4.721,5.376
"['Thermofluids', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Materials', 'Structures']",0.492,5,1.186,3.833,5.431,6.079,2.317,7.144,5.009,6.304,1.228,7.37,7.179,1.8,3.944,4.176
"['Thermofluids', 'Mechanisms', 'Dynamics', 'Instrumentation', 'Materials', 'Structures']",0.491,5,1.518,2.884,5.763,5.795,2.982,7.144,5.009,7.301,1.892,6.421,6.23,2.464,3.659,4.223
"['Thermofluids', 'Dynamics', 'Instrumentation', 'Structures', 'Mechanisms', 'Materials']",0.491,6,1.492,4.417,5.306,5.772,1.608,7.268,5.497,5.934,1.1,7.925,7.824,2.042,4.001,3.71
"['Instrumentation', 'Structures', 'Dynamics', 'Thermofluids', 'Materials', 'Mechanisms']",0.49,6,3.679,6.827,3.729,4.691,3.361,4.396,4.648,4.741,2.164,6.276,5.978,4.761,4.943,3.726
"['Instrumentation', 'Dynamics', 'Mechanisms', 'Materials', 'Structures', 'Thermofluids']",0.49,8,3.327,7.324,3.048,6.18,4.12,3.733,2.741,4.596,1.46,6.558,5.471,4.057,5.188,4.408
"['Dynamics', 'Instrumentation', 'Materials', 'Structures', 'Mechanisms', 'Thermofluids']",0.49,9,2.096,8.067,2.851,6.104,4.094,3.19,3.042,2.688,1.1,6.633,6.23,2.646,5.955,5.362
"['Instrumentation', 'Structures', 'Mechanisms', 'Thermofluids', 'Materials', 'Dynamics']",0.489,6,4.116,5.578,4.166,4.316,4.235,4.396,4.648,6.052,3.037,5.028,4.729,5.635,4.568,3.788
"['Instrumentation', 'Mechanisms', 'Dynamics', 'Materials', 'Structures', 'Thermofluids']",0.489,7,3.659,6.375,3.38,5.895,4.784,3.733,2.741,5.592,2.124,5.609,4.522,4.721,4.903,4.455
"['Thermofluids', 'Mechanisms', 'Instrumentation', 'Structures', 'Dynamics', 'Materials']",0.489,6,2.163,2.501,5.977,5.198,2.949,7.268,5.497,7.945,2.441,6.009,5.908,3.384,3.426,3.805
"['Dynamics', 'Instrumentation', 'Materials', 'Mechanisms', 'Structures', 'Thermofluids']",0.489,8,2.072,7.908,2.827,6.373,4.205,3.19,2.724,2.934,1.052,6.633,6.072,2.599,5.907,5.449
"['Thermofluids', 'Dynamics', 'Instrumentation', 'Mechanisms', 'Structures', 'Materials']",0.489,6,1.469,4.258,5.282,6.042,1.719,7.268,5.179,6.18,1.052,7.925,7.665,1.995,3.953,3.797
"['Dynamics', 'Thermofluids', 'Instrumentation', 'Materials', 'Structures', 'Mechanisms']",0.489,8,1.235,6.493,3.98,6.402,2.419,5.373,4.111,3.828,0.586,7.925,7.665,1.528,5.139,4.749
"['Instrumentation', 'Structures', 'Thermofluids', 'Mechanisms', 'Dynamics', 'Materials']",0.488,8,3.912,5.613,4.298,4.481,3.335,5.022,4.984,6.023,2.63,5.891,5.592,5.228,4.443,3.459
"['Instrumentation', 'Structures', 'Thermofluids', 'Dynamics', 'Mechanisms', 'Materials']",0.488,8,3.778,5.999,4.163,4.597,3.065,5.022,4.984,5.618,2.36,6.276,5.978,4.958,4.558,3.439
"['Mechanisms', 'Instrumentation', 'Materials', 'Structures', 'Dynamics', 'Thermofluids']",0.488,7,3.345,4.499,4.1,5.033,6.592,3.19,3.042,6.434,3.598,3.065,2.662,5.144,4.884,5.54
"['Thermofluids', 'Mechanisms', 'Instrumentation', 'Dynamics', 'Structures', 'Materials']",0.488,6,2.004,2.728,5.818,5.583,2.79,7.268,5.179,7.787,2.124,6.394,6.135,3.066,3.494,3.873
"['Dynamics', 'Thermofluids', 'Instrumentation', 'Materials', 'Mechanisms', 'Structures']",0.488,7,1.218,6.378,3.963,6.599,2.5,5.373,3.879,4.007,0.551,7.925,7.549,1.493,5.104,4.813
"['Instrumentation', 'Dynamics', 'Structures', 'Thermofluids', 'Materials', 'Mechanisms']",0.487,7,3.289,7.385,3.338,5.639,2.97,4.396,3.867,4.35,1.382,7.225,6.536,3.98,5.11,3.893
"['Instrumentation', 'Mechanisms', 'Structures', 'Thermofluids', 'Materials', 'Dynamics']",0.486,8,4.057,5.188,4.107,4.98,4.508,4.396,3.867,6.657,2.92,5.028,4.339,5.518,4.451,4.003
"['Mechanisms', 'Instrumentation', 'Materials', 'Dynamics', 'Structures', 'Thermofluids']",0.486,5,3.186,4.725,3.941,5.419,6.433,3.19,2.724,6.276,3.28,3.451,2.889,4.826,4.952,5.608
"['Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials', 'Structures', 'Dynamics']",0.486,6,2.582,2.644,5.328,5.247,5.113,5.373,4.111,7.869,3.28,4.076,3.816,4.223,3.984,4.941
"['Dynamics', 'Instrumentation', 'Thermofluids', 'Materials', 'Structures', 'Mechanisms']",0.486,7,1.839,7.399,3.333,6.531,2.721,4.554,3.464,3.483,0.586,7.882,7.32,2.132,5.44,4.749
"['Mechanisms', 'Thermofluids', 'Instrumentation', 'Materials', 'Dynamics', 'Structures']",0.485,4,2.467,2.81,5.212,5.528,4.997,5.373,3.879,7.753,3.049,4.357,3.981,3.991,4.033,4.991
"['Dynamics', 'Instrumentation', 'Thermofluids', 'Materials', 'Mechanisms', 'Structures']",0.485,7,1.822,7.283,3.316,6.728,2.802,4.554,3.232,3.662,0.551,7.882,7.204,2.097,5.406,4.813
"['Thermofluids', 'Structures', 'Dynamics', 'Mechanisms', 'Materials', 'Instrumentation']",0.485,6,1.463,3.153,5.92,4.299,2.603,6.72,6.606,6.174,2.63,5.784,6.711,2.778,4.185,4.426
"['Thermofluids', 'Structures', 'Mechanisms', 'Dynamics', 'Materials', 'Instrumentation']",0.484,5,1.667,2.571,6.124,4.124,3.01,6.72,6.606,6.785,3.037,5.203,6.129,3.185,4.011,4.455
"['Instrumentation', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Materials', 'Structures']",0.483,7,3.211,6.871,3.261,6.513,3.33,4.396,2.839,5.147,1.228,7.225,6.022,3.825,4.956,4.176
"['Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials', 'Structures', 'Dynamics']",0.483,5,3.186,3.55,4.681,5.376,5.415,4.554,3.464,7.524,3.28,4.032,3.471,4.826,4.286,4.941
"['Instrumentation', 'Dynamics', 'Thermofluids', 'Structures', 'Mechanisms', 'Materials']",0.483,7,3.147,6.899,3.533,6.127,2.435,5.022,3.723,4.988,1.1,7.806,6.878,3.698,4.828,3.71
"['Thermofluids', 'Structures', 'Dynamics', 'Instrumentation', 'Mechanisms', 'Materials']",0.483,7,1.752,3.543,5.751,4.454,2.053,6.898,6.572,6.194,2.36,6.421,7.135,2.933,4.127,4.021
"['Instrumentation', 'Mechanisms', 'Thermofluids', 'Structures', 'Dynamics', 'Materials']",0.482,7,3.818,4.983,4.203,5.552,3.776,5.022,3.723,7.0,2.441,5.891,4.962,5.039,4.253,3.805
"['Instrumentation', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Materials', 'Structures']",0.482,7,3.543,5.922,3.593,6.229,3.994,4.396,2.839,6.143,1.892,6.276,5.073,4.49,4.672,4.223
"['Instrumentation', 'Dynamics', 'Thermofluids', 'Mechanisms', 'Structures', 'Materials']",0.482,7,3.124,6.74,3.509,6.397,2.546,5.022,3.406,5.234,1.052,7.806,6.719,3.65,4.781,3.797
"['Mechanisms', 'Instrumentation', 'Thermofluids', 'Materials', 'Dynamics', 'Structures']",0.482,6,3.07,3.715,4.565,5.657,5.299,4.554,3.232,7.408,3.049,4.314,3.636,4.595,4.335,4.991
"['Thermofluids', 'Structures', 'Mechanisms', 'Instrumentation', 'Dynamics', 'Materials']",0.482,5,2.091,2.576,6.09,4.163,2.73,6.898,6.572,7.209,3.037,5.454,6.168,3.61,3.837,4.07
"['Thermofluids', 'Dynamics', 'Structures', 'Mechanisms', 'Materials', 'Instrumentation']",0.482,6,1.072,3.711,5.53,5.248,2.212,6.72,5.825,5.783,1.849,6.733,7.269,1.997,4.352,4.593
"['Instrumentation', 'Mechanisms', 'Thermofluids', 'Dynamics', 'Structures', 'Materials']",0.481,8,3.659,5.21,4.045,5.938,3.618,5.022,3.406,6.841,2.124,6.276,5.189,4.721,4.321,3.873
"['Thermofluids', 'Mechanisms', 'Structures', 'Dynamics', 'Materials', 'Instrumentation']",0.481,5,1.608,2.18,6.065,4.789,3.283,6.72,5.825,7.39,2.92,5.203,5.738,3.068,3.893,4.67
"['Thermofluids', 'Dynamics', 'Structures', 'Instrumentation', 'Mechanisms', 'Materials']",0.48,5,1.362,4.101,5.361,5.402,1.662,6.898,5.791,5.803,1.579,7.37,7.693,2.151,4.295,4.189
"['Thermofluids', 'Dynamics', 'Mechanisms', 'Structures', 'Materials', 'Instrumentation']",0.48,4,1.036,3.471,5.494,5.655,2.38,6.72,5.346,6.155,1.777,6.733,7.029,1.925,4.281,4.725
"['Thermofluids', 'Mechanisms', 'Structures', 'Instrumentation', 'Dynamics', 'Materials']",0.479,5,2.032,2.185,6.031,4.827,3.003,6.898,5.791,7.815,2.92,5.454,5.777,3.492,3.72,4.284
"['Thermofluids', 'Mechanisms', 'Dynamics', 'Structures', 'Materials', 'Instrumentation']",0.479,5,1.368,2.522,5.826,5.37,3.044,6.72,5.346,7.151,2.441,5.784,6.081,2.589,3.996,4.772
"['Structures', 'Thermofluids', 'Mechanisms', 'Materials', 'Instrumentation', 'Dynamics']",0.478,4,2.526,3.19,5.579,2.811,4.454,4.758,6.741,5.992,4.398,3.152,4.67,4.725,4.794,5.149
"['Structures', 'Thermofluids', 'Dynamics', 'Materials', 'Instrumentation', 'Mechanisms']",0.478,5,2.089,4.439,5.142,3.185,3.58,4.758,6.741,4.681,3.524,4.401,5.918,3.851,5.168,5.086
"['Structures', 'Thermofluids', 'Instrumentation', 'Mechanisms', 'Materials', 'Dynamics']",0.477,6,2.938,3.776,5.346,3.019,3.68,5.036,6.712,5.997,3.991,4.076,5.285,4.933,4.694,4.538
"['Structures', 'Thermofluids', 'Instrumentation', 'Dynamics', 'Materials', 'Mechanisms']",0.477,6,2.704,4.443,5.112,3.219,3.213,5.036,6.712,5.297,3.524,4.742,5.952,4.466,4.894,4.505
"['Thermofluids', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Structures', 'Materials']",0.477,5,1.302,3.703,5.301,6.079,1.941,6.898,4.994,6.42,1.46,7.37,7.295,2.032,4.175,4.408
"['Thermofluids', 'Mechanisms', 'Dynamics', 'Instrumentation', 'Structures', 'Materials']",0.476,5,1.634,2.754,5.633,5.795,2.605,6.898,4.994,7.416,2.124,6.421,6.346,2.696,3.891,4.455
"['Structures', 'Dynamics', 'Materials', 'Thermofluids', 'Instrumentation', 'Mechanisms']",0.475,6,2.089,5.896,4.12,3.369,4.598,2.971,5.72,3.151,3.524,3.819,5.336,3.851,6.117,6.035
"['Thermofluids', 'Structures', 'Dynamics', 'Mechanisms', 'Instrumentation', 'Materials']",0.475,6,1.642,3.175,5.764,4.478,2.2,6.653,6.449,6.353,2.63,6.053,6.89,2.957,4.275,4.426
"['Instrumentation', 'Structures', 'Dynamics', 'Mechanisms', 'Materials', 'Thermofluids']",0.474,7,3.912,6.827,3.296,4.824,3.827,3.396,3.981,4.774,2.63,5.609,5.311,5.228,5.41,4.426
"['Instrumentation', 'Structures', 'Dynamics', 'Thermofluids', 'Mechanisms', 'Materials']",0.474,6,3.778,6.581,3.581,4.888,3.065,4.149,4.402,5.036,2.36,6.276,5.978,4.958,5.14,4.021
"['Structures', 'Instrumentation', 'Thermofluids', 'Mechanisms', 'Materials', 'Dynamics']",0.474,5,3.541,4.682,4.699,3.148,3.982,4.217,6.065,5.652,3.991,4.032,4.94,5.537,4.996,4.538
"['Structures', 'Instrumentation', 'Thermofluids', 'Dynamics', 'Materials', 'Mechanisms']",0.474,6,3.308,5.348,4.465,3.348,3.515,4.217,6.065,4.952,3.524,4.699,5.607,5.07,5.196,4.505
"['Structures', 'Dynamics', 'Materials', 'Instrumentation', 'Thermofluids', 'Mechanisms']",0.474,6,2.334,6.264,3.858,3.421,4.721,2.639,5.457,3.011,3.524,3.802,5.196,4.096,6.24,6.035
"['Thermofluids', 'Structures', 'Mechanisms', 'Dynamics', 'Instrumentation', 'Materials']",0.474,5,1.846,2.593,5.967,4.304,2.607,6.653,6.449,6.964,3.037,5.471,6.308,3.364,4.1,4.455
"['Instrumentation', 'Structures', 'Mechanisms', 'Dynamics', 'Materials', 'Thermofluids']",0.473,7,4.116,6.245,3.499,4.649,4.235,3.396,3.981,5.385,3.037,5.028,4.729,5.635,5.235,4.455
"['Instrumentation', 'Structures', 'Mechanisms', 'Thermofluids', 'Dynamics', 'Materials']",0.473,6,4.116,5.613,3.92,4.597,3.742,4.149,4.402,6.052,3.037,5.309,5.011,5.635,4.85,4.07
"['Structures', 'Instrumentation', 'Dynamics', 'Materials', 'Thermofluids', 'Mechanisms']",0.473,7,3.308,6.267,3.835,3.447,4.19,3.103,5.435,3.984,3.524,4.314,5.221,5.07,5.778,5.086
"['Structures', 'Mechanisms', 'Materials', 'Thermofluids', 'Instrumentation', 'Dynamics']",0.473,5,2.858,3.699,4.889,2.71,6.136,2.971,5.72,5.458,5.062,1.622,3.139,5.389,5.458,6.145
"['Structures', 'Instrumentation', 'Mechanisms', 'Materials', 'Thermofluids', 'Dynamics']",0.472,8,3.745,5.019,4.272,3.072,5.064,3.103,5.435,5.295,4.398,3.065,3.973,5.944,5.403,5.149
"['Structures', 'Mechanisms', 'Materials', 'Instrumentation', 'Thermofluids', 'Dynamics']",0.472,6,3.103,4.067,4.626,2.762,6.259,2.639,5.457,5.318,5.062,1.604,2.999,5.634,5.581,6.145
"['Structures', 'Thermofluids', 'Mechanisms', 'Materials', 'Dynamics', 'Instrumentation']",0.472,5,2.347,3.203,5.489,2.913,4.365,4.579,6.652,5.813,4.398,3.165,4.772,4.546,4.986,5.43
"['Structures', 'Thermofluids', 'Dynamics', 'Materials', 'Mechanisms', 'Instrumentation']",0.472,4,2.008,4.17,5.151,3.203,3.688,4.579,6.652,4.798,3.721,4.132,5.739,3.869,5.276,5.382
"['Thermofluids', 'Dynamics', 'Structures', 'Mechanisms', 'Instrumentation', 'Materials']",0.472,4,1.251,3.733,5.373,5.427,1.809,6.653,5.668,5.962,1.849,7.002,7.448,2.176,4.442,4.593
"['Instrumentation', 'Dynamics', 'Structures', 'Mechanisms', 'Materials', 'Thermofluids']",0.471,8,3.522,7.385,2.905,5.773,3.437,3.396,3.2,4.384,1.849,6.558,5.869,4.446,5.577,4.593
"['Instrumentation', 'Dynamics', 'Structures', 'Thermofluids', 'Mechanisms', 'Materials']",0.471,7,3.387,7.139,3.191,5.836,2.675,4.149,3.621,4.646,1.579,7.225,6.536,4.177,5.307,4.189
"['Thermofluids', 'Mechanisms', 'Structures', 'Dynamics', 'Instrumentation', 'Materials']",0.471,5,1.787,2.203,5.909,4.968,2.881,6.653,5.668,7.569,2.92,5.471,5.918,3.247,3.983,4.67
"['Instrumentation', 'Mechanisms', 'Structures', 'Dynamics', 'Materials', 'Thermofluids']",0.47,8,4.057,5.854,3.441,5.313,4.508,3.396,3.2,5.991,2.92,5.028,4.339,5.518,5.118,4.67
"['Instrumentation', 'Mechanisms', 'Structures', 'Thermofluids', 'Dynamics', 'Materials']",0.47,7,4.057,5.223,3.861,5.261,4.016,4.149,3.621,6.657,2.92,5.309,4.62,5.518,4.733,4.284
"['Thermofluids', 'Dynamics', 'Mechanisms', 'Structures', 'Instrumentation', 'Materials']",0.47,4,1.215,3.494,5.337,5.834,1.977,6.653,5.189,6.334,1.777,7.002,7.208,2.104,4.37,4.725
"['Dynamics', 'Thermofluids', 'Structures', 'Materials', 'Instrumentation', 'Mechanisms']",0.47,7,1.018,5.969,4.071,5.786,2.509,4.758,4.599,3.61,1.382,7.002,7.448,1.709,5.627,5.545
"['Instrumentation', 'Dynamics', 'Mechanisms', 'Structures', 'Materials', 'Thermofluids']",0.469,8,3.486,7.145,2.869,6.18,3.604,3.396,2.721,4.755,1.777,6.558,5.63,4.374,5.505,4.725
"['Thermofluids', 'Mechanisms', 'Dynamics', 'Structures', 'Instrumentation', 'Materials']",0.469,5,1.547,2.545,5.669,5.549,2.641,6.653,5.189,7.33,2.441,6.053,6.26,2.768,4.085,4.772
"['Dynamics', 'Structures', 'Materials', 'Thermofluids', 'Instrumentation', 'Mechanisms']",0.469,7,1.409,6.868,3.44,5.021,3.918,2.971,4.359,2.47,2.164,5.471,6.308,2.49,6.409,6.327
"['Instrumentation', 'Mechanisms', 'Dynamics', 'Structures', 'Materials', 'Thermofluids']",0.468,7,3.818,6.197,3.201,5.895,4.269,3.396,2.721,5.751,2.441,5.609,4.681,5.039,5.221,4.772
"['Instrumentation', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Structures', 'Materials']",0.468,7,3.327,6.74,3.131,6.513,2.953,4.149,2.824,5.263,1.46,7.225,6.138,4.057,5.188,4.408
"['Mechanisms', 'Thermofluids', 'Structures', 'Materials', 'Instrumentation', 'Dynamics']",0.468,6,2.365,2.119,5.418,4.631,5.204,4.758,4.599,7.652,4.077,3.152,3.599,4.404,4.473,5.738
"['Structures', 'Dynamics', 'Materials', 'Thermofluids', 'Mechanisms', 'Instrumentation']",0.468,6,2.008,5.628,4.129,3.387,4.706,2.792,5.63,3.267,3.721,3.551,5.157,3.869,6.225,6.33
"['Dynamics', 'Structures', 'Materials', 'Instrumentation', 'Thermofluids', 'Mechanisms']",0.468,7,1.654,7.236,3.177,5.073,4.041,2.639,4.096,2.33,2.164,5.454,6.168,2.736,6.531,6.327
"['Instrumentation', 'Mechanisms', 'Dynamics', 'Thermofluids', 'Structures', 'Materials']",0.467,7,3.659,5.792,3.463,6.229,3.618,4.149,2.824,6.259,2.124,6.276,5.189,4.721,4.903,4.455
"['Mechanisms', 'Structures', 'Materials', 'Thermofluids', 'Instrumentation', 'Dynamics']",0.467,4,2.756,3.019,4.787,3.866,6.612,2.971,4.359,6.512,4.858,1.622,2.459,5.185,5.254,6.519
"['Structures', 'Mechanisms', 'Materials', 'Thermofluids', 'Dynamics', 'Instrumentation']",0.467,5,2.679,3.712,4.8,2.812,6.047,2.792,5.63,5.279,5.062,1.635,3.241,5.21,5.65,6.426
"['Dynamics', 'Thermofluids', 'Instrumentation', 'Structures', 'Materials', 'Mechanisms']",0.467,8,1.394,6.315,3.802,6.402,1.903,5.036,4.091,3.986,0.903,7.925,7.824,1.846,5.456,5.066
"['Structures', 'Instrumentation', 'Dynamics', 'Materials', 'Mechanisms', 'Thermofluids']",0.466,6,3.406,6.267,3.652,3.503,4.387,2.681,5.154,3.999,3.721,4.032,4.94,5.267,5.975,5.382
"['Mechanisms', 'Structures', 'Materials', 'Instrumentation', 'Thermofluids', 'Dynamics']",0.466,5,3.001,3.387,4.524,3.919,6.735,2.639,4.096,6.372,4.858,1.604,2.319,5.43,5.376,6.519
"['Structures', 'Dynamics', 'Materials', 'Instrumentation', 'Mechanisms', 'Thermofluids']",0.466,7,2.433,6.264,3.675,3.478,4.918,2.217,5.176,3.025,3.721,3.52,4.915,4.293,6.437,6.33
"['Dynamics', 'Thermofluids', 'Mechanisms', 'Materials', 'Instrumentation', 'Structures']",0.466,6,0.941,5.455,3.994,6.66,2.869,4.758,3.571,4.407,1.228,7.002,6.934,1.555,5.473,5.828
"['Instrumentation', 'Structures', 'Dynamics', 'Mechanisms', 'Thermofluids', 'Materials']",0.465,6,3.912,6.581,3.331,4.965,3.335,3.571,4.017,5.056,2.63,5.891,5.592,5.228,5.41,4.426
